neighbourhood_name,latitude,longitude,room_type,bathrooms,bedrooms,price,last_review_date,review_scores_rating,country,city,insert_date,PUBLICADO_POR
"Vallvidrera, el tibidabo i les planes",41.41204,2.10192,Habitación privada,1.0,1.0,50.0,09-06-2020,95.0,España,Barcelona,13-06-2020,Booking
El barri gòtic,41.38299,2.17348,Casa o Departamento,1.0,1.0,45.0,26-10-2018,100.0,España,Barcelona,09-02-2021,Airbnb
Guindalera,40.43662,-3.66129,Casa o Departamento,1.0,1.0,65.0,30-06-2019,95.0,España,Madrid,10-07-2019,Tripadvisor
Roses,42.25116,3.19611,Casa o Departamento,1.0,2.0,57.0,13-09-2020,95.0,España,Girona,31-12-2020,Agoda
Alcúdia,39.83075,3.11709,Casa o Departamento,3.0,3.0,131.0,,nan,España,Mallorca,31-12-2019,Booking
Almenara,40.46642,-3.69189,Casa o Departamento,1.0,1.0,35.0,02-06-2019,100.0,España,Madrid,07-06-2019,Booking
Castell-platja d'aro,41.83074,3.0736,Casa o Departamento,1.0,1.0,50.0,20-10-2019,100.0,España,Girona,30-04-2020,Expedia
El carmel,41.41905,2.1581,Casa o Departamento,nan,2.0,100.0,,nan,España,Barcelona,17-07-2020,Flipkey
Calonge,41.849210232395215,3.107933406542749,Casa o Departamento,1.0,2.0,45.0,30-10-2017,95.0,España,Girona,30-08-2018,Expedia
La dreta de l'eixample,41.39437,2.1741,Casa o Departamento,2.0,2.0,97.0,23-08-2020,93.0,España,Barcelona,12-09-2020,Kayak
Campos,39.41001,3.05575,Casa o Departamento,6.0,7.0,nan,,nan,España,Mallorca,25-06-2020,Flipkey
El fort pienc,41.39854,2.17669,Casa o Departamento,2.0,4.0,nan,27-02-2019,93.0,España,Barcelona,17-09-2019,Tripadvisor
Santa margalida,39.7621,3.16416,Casa o Departamento,1.0,1.0,102.0,17-09-2019,90.0,España,Mallorca,19-09-2020,Flipkey
Alcúdia,39.86408,3.14092,Casa o Departamento,4.0,4.0,275.0,31-10-2018,97.0,España,Mallorca,17-02-2019,Tripadvisor
La marina del prat vermell,41.3535,2.1443,Casa o Departamento,1.0,3.0,39.0,,nan,España,Barcelona,10-01-2020,Homeaway
La dreta de l'eixample,41.39184229042173,2.1603998352786333,Casa o Departamento,1.0,0.0,25.0,03-01-2016,91.0,España,Barcelona,06-08-2017,Agoda
Embajadores,40.40933,-3.69871,Habitación privada,2.0,1.0,25.0,02-09-2019,84.0,España,Madrid,19-09-2019,Tripadvisor
El carme,39.47911,-0.37701,Casa o Departamento,2.0,2.0,77.0,31-03-2019,89.0,España,Valencia,31-05-2019,Expedia
San diego,40.39486,-3.66376,Habitación privada,1.0,1.0,30.0,09-05-2019,98.0,España,Madrid,10-12-2019,Flipkey
Vista alegre,40.38873095511192,-3.7435929744302494,Casa o Departamento,1.0,1.0,52.0,07-05-2018,93.0,España,Madrid,14-05-2018,Tripadvisor
Santa margalida,39.76630971545696,3.152219339849941,Casa o Departamento,3.0,4.0,109.0,,nan,España,Mallorca,20-11-2018,Agoda
Palma de mallorca,39.53952,2.79056,Casa o Departamento,4.0,6.0,350.0,25-10-2019,97.0,España,Mallorca,11-02-2021,Expedia
Palacio,40.4172261382816,-3.7090901258586073,Casa o Departamento,1.0,1.0,80.0,27-10-2018,93.0,España,Madrid,07-11-2018,Homeaway
El putxet i el farró,41.41031034933268,2.139682128811896,Habitación privada,1.0,1.0,30.0,08-07-2018,94.0,España,Barcelona,10-07-2018,Booking
Trafalgar,40.43282,-3.70133,Habitación privada,2.0,1.0,38.0,04-07-2018,98.0,España,Madrid,17-04-2020,Expedia
Argüelles,40.42308,-3.71429,Casa o Departamento,2.0,2.0,70.0,02-12-2019,96.0,España,Madrid,10-12-2019,Expedia
Justicia,40.42571,-3.69209,Casa o Departamento,1.0,1.0,95.0,12-03-2020,94.0,España,Madrid,14-05-2020,Homeaway
El poble sec,41.37062584250352,2.165076140121688,Habitación privada,1.0,1.0,17.0,21-08-2017,87.0,España,Barcelona,12-09-2017,Kayak
Sant antoni,41.37539,2.15603,Habitación privada,1.0,1.0,320.0,,nan,España,Barcelona,06-11-2020,Airbnb
Centro,36.72727,-4.41886,Casa o Departamento,2.0,2.0,100.0,17-04-2019,95.0,España,Malaga,01-05-2019,Kayak
El barri gòtic,41.38117,2.17608,Habitación privada,1.0,1.0,80.0,,nan,España,Barcelona,14-05-2019,Booking
La salut,41.41100096903698,2.149008170995585,Habitación privada,1.0,1.0,25.0,02-03-2018,97.0,España,Barcelona,14-05-2018,Airbnb
El barri gòtic,41.37997470094375,2.1780027418044203,Casa o Departamento,1.0,2.0,49.0,,nan,España,Barcelona,10-10-2018,Homeaway
El poblenou,41.39441,2.20239,Casa o Departamento,2.0,2.0,80.0,02-12-2019,100.0,España,Barcelona,13-06-2020,Tripadvisor
Justicia,40.42492,-3.69601,Casa o Departamento,1.0,1.0,85.0,,nan,España,Madrid,09-02-2021,Airbnb
Santa margalida,39.76489,3.15213,Casa o Departamento,3.0,4.0,95.0,17-08-2019,98.0,España,Mallorca,29-02-2020,Booking
Lloret de mar,41.70158,2.85526,Casa o Departamento,1.0,1.0,70.0,,nan,España,Girona,31-01-2021,Expedia
Embajadores,40.41055,-3.70738,Casa o Departamento,2.0,2.0,60.0,24-03-2020,95.0,España,Madrid,14-05-2020,Flipkey
El poblenou,41.40249817716186,2.204737228040195,Habitación privada,2.0,1.0,45.0,01-04-2018,100.0,España,Barcelona,14-05-2018,Agoda
Sant antoni,41.37987,2.15649,Casa o Departamento,2.0,2.0,100.0,25-06-2019,nan,España,Barcelona,24-08-2020,Expedia
Serinyà,42.17201,2.75936,Casa o Departamento,3.0,5.0,400.0,05-08-2017,100.0,España,Girona,30-03-2019,Agoda
Trafalgar,40.43181,-3.70052,Casa o Departamento,2.0,3.0,232.0,,nan,España,Madrid,07-06-2019,Agoda
Universidad,40.42673,-3.70814,Casa o Departamento,1.0,1.0,50.0,01-04-2018,80.0,España,Madrid,10-12-2019,Homeaway
Felanitx,39.42129,3.26123,Casa o Departamento,2.0,4.0,334.0,,nan,España,Mallorca,29-02-2020,Airbnb
Carretera de cadiz,36.69823189474336,-4.4540467541599735,Casa o Departamento,1.0,3.0,70.0,01-08-2018,80.0,España,Malaga,29-08-2018,Booking
Aiora,39.46679,-0.33958,Habitación privada,1.0,1.0,18.0,16-07-2020,85.0,España,Valencia,20-02-2021,Expedia
San bartolomé,37.38923,-5.98973,Casa o Departamento,1.0,1.0,52.0,08-03-2020,94.0,España,Sevilla,23-03-2020,Tripadvisor
Palacio,40.41076,-3.71287,Habitación privada,2.0,1.0,46.0,25-02-2020,97.0,España,Madrid,13-09-2020,Flipkey
El barri gòtic,41.38160787520857,2.1790705009282223,Habitación privada,1.0,2.0,48.0,22-01-2018,99.0,España,Barcelona,07-02-2018,Kayak
El putxet i el farró,41.40130805312269,2.148966459438184,Habitación privada,1.0,1.0,50.0,,nan,España,Barcelona,08-04-2017,Flipkey
Carretera de cadiz,36.70966,-4.43081,Casa o Departamento,1.0,3.0,80.0,26-06-2019,97.0,España,Malaga,30-07-2019,Booking
La vila de gràcia,41.399023933911,2.153710545741568,Habitación privada,1.0,1.0,35.0,12-05-2018,100.0,España,Barcelona,14-05-2018,Tripadvisor
"El tardón, el carmen",37.37645,-6.01162,Casa o Departamento,2.0,2.0,55.0,09-03-2020,100.0,España,Sevilla,29-06-2020,Kayak
Sol,40.4172,-3.70628,Casa o Departamento,1.0,0.0,80.0,,nan,España,Madrid,14-05-2020,Agoda
Pollença,39.8886,3.02728,Casa o Departamento,5.0,6.0,nan,,nan,España,Mallorca,25-07-2019,Expedia
Trafalgar,40.43108128463032,-3.703595259798537,Habitación privada,2.0,1.0,40.0,,nan,España,Madrid,10-10-2018,Airbnb
Santa cruz,37.38525,-5.98837,Casa o Departamento,1.0,1.0,59.0,12-03-2020,88.0,España,Sevilla,27-02-2021,Expedia
El port de la selva,42.32906,3.19851,Casa o Departamento,1.0,3.0,199.0,21-08-2019,84.0,España,Girona,30-11-2019,Booking
Pollença,39.86936564763931,3.0114137132989893,Casa o Departamento,2.0,2.0,161.0,,nan,España,Mallorca,21-08-2018,Airbnb
Lloret de mar,41.69734,2.82695,Casa o Departamento,1.0,1.0,78.0,29-07-2016,80.0,España,Girona,31-08-2019,Agoda
Centro,36.72136,-4.41948,Casa o Departamento,1.0,0.0,100.0,29-03-2018,100.0,España,Malaga,31-01-2020,Airbnb
Llubí,39.70200664999543,3.0608878559116395,Casa o Departamento,1.0,1.0,64.0,26-09-2018,93.0,España,Mallorca,20-11-2018,Agoda
Sant gervasi - galvany,41.399428274203146,2.143813120178724,Casa o Departamento,2.0,2.0,62.0,,nan,España,Barcelona,06-02-2019,Homeaway
Ciudad jardín,40.44857777982257,-3.674015417162098,Habitación privada,1.0,1.0,30.0,02-09-2018,99.0,España,Madrid,10-10-2018,Booking
El poblenou,41.39783,2.19708,Casa o Departamento,1.0,1.0,114.0,11-07-2019,100.0,España,Barcelona,12-08-2019,Tripadvisor
Alcúdia,39.83317,3.11654,Casa o Departamento,1.0,2.0,64.0,02-01-2019,92.0,España,Mallorca,28-10-2019,Booking
Torroella de montgrí,42.04233,3.12452,Casa o Departamento,1.0,1.0,80.0,20-06-2019,98.0,España,Girona,31-08-2019,Agoda
Tossa de mar,41.71726,2.93067,Casa o Departamento,1.0,1.0,30.0,01-03-2020,96.0,España,Girona,28-05-2020,Kayak
Es castell,39.85084,4.28206,Casa o Departamento,5.0,6.0,230.0,10-08-2019,92.0,España,Menorca,01-09-2019,Agoda
Embajadores,40.4092,-3.70143,Casa o Departamento,2.0,3.0,196.0,02-03-2020,95.0,España,Madrid,17-03-2020,Booking
Cortes,40.41544,-3.70015,Casa o Departamento,2.0,2.0,145.0,,nan,España,Madrid,10-01-2020,Agoda
Ariany,39.65471,3.12311,Casa o Departamento,2.0,3.0,190.0,,nan,España,Mallorca,27-06-2019,Flipkey
Ciudad universitaria,40.45705,-3.71653,Casa o Departamento,1.0,3.0,150.0,,nan,España,Madrid,17-07-2020,Tripadvisor
La nova esquerra de l'eixample,41.38377812499002,2.154242339847206,Habitación privada,2.0,1.0,50.0,,nan,España,Barcelona,12-09-2017,Tripadvisor
Llançà,42.36315265810973,3.1579728285698483,Casa o Departamento,1.0,3.0,108.0,22-05-2018,nan,España,Girona,20-10-2018,Expedia
Begur,41.95284,3.20271,Casa o Departamento,3.0,4.0,422.0,,nan,España,Girona,29-06-2020,Flipkey
La dreta de l'eixample,41.38769,2.17204,Casa o Departamento,1.0,1.0,108.0,24-04-2020,100.0,España,Barcelona,24-08-2020,Expedia
La vila de gràcia,41.39949,2.15618,Casa o Departamento,1.0,1.0,95.0,30-12-2019,91.0,España,Barcelona,13-06-2020,Tripadvisor
Colera,42.40415,3.15111,Casa o Departamento,2.0,3.0,115.0,11-09-2019,98.0,España,Girona,27-02-2021,Agoda
Centro,36.71772,-4.41203,Casa o Departamento,1.0,1.0,75.0,28-11-2016,90.0,España,Malaga,30-04-2020,Flipkey
Roses,42.26919,3.14237,Casa o Departamento,1.0,0.0,60.0,,nan,España,Girona,29-02-2020,Kayak
L'escala,42.11631,3.15155,Casa o Departamento,1.0,2.0,64.0,,nan,España,Girona,31-08-2019,Tripadvisor
El raval,41.37729,2.17225,Habitación privada,2.0,1.0,30.0,25-10-2019,93.0,España,Barcelona,09-02-2021,Homeaway
San diego,40.38228,-3.66543,Habitación privada,1.0,0.0,20.0,26-11-2019,60.0,España,Madrid,10-12-2019,Flipkey
La vila de gràcia,41.400672645932055,2.157738465492246,Casa o Departamento,1.0,3.0,120.0,16-07-2017,95.0,España,Barcelona,06-08-2017,Booking
Zofío,40.38284,-3.71544,Habitación privada,2.0,1.0,21.0,,nan,España,Madrid,17-10-2020,Agoda
Niño jesús,40.41211,-3.67589,Casa o Departamento,2.0,3.0,275.0,01-07-2019,100.0,España,Madrid,10-07-2019,Flipkey
La paz,40.48537,-3.70421,Habitación privada,1.0,1.0,100.0,,nan,España,Madrid,10-01-2020,Tripadvisor
El fort pienc,41.39377,2.1795,Casa o Departamento,1.0,1.0,65.0,01-12-2019,96.0,España,Barcelona,10-12-2019,Homeaway
Les corts,41.387122662481175,2.14203546341328,Habitación privada,1.0,3.0,65.0,25-08-2018,96.0,España,Barcelona,10-12-2018,Flipkey
L'escala,42.10931157734802,3.1602292637777567,Casa o Departamento,2.0,3.0,89.0,01-04-2018,20.0,España,Girona,28-09-2018,Homeaway
San isidro,40.39912,-3.71588,Casa o Departamento,1.0,0.0,80.0,,nan,España,Madrid,08-03-2019,Tripadvisor
Berruguete,40.455503639545455,-3.7031312066837647,Casa o Departamento,1.0,1.0,40.0,25-04-2018,95.0,España,Madrid,10-12-2018,Homeaway
Les corts,41.38455,2.13706,Habitación privada,1.0,1.0,26.0,,nan,España,Barcelona,07-06-2019,Agoda
Cadaqués,42.29039,3.2804,Casa o Departamento,1.0,1.0,72.0,23-09-2018,100.0,España,Girona,31-12-2019,Booking
San pascual,40.44102,-3.65152,Habitación privada,2.0,1.0,25.0,31-10-2018,95.0,España,Madrid,12-08-2019,Homeaway
Museo,37.3931,-5.99978,Casa o Departamento,1.0,2.0,50.0,27-01-2020,85.0,España,Sevilla,30-01-2020,Tripadvisor
Universidad,40.42294,-3.70372,Casa o Departamento,1.0,2.0,100.0,20-03-2019,92.0,España,Madrid,11-04-2019,Booking
Manacor,39.54212,3.23954,Casa o Departamento,5.0,5.0,284.0,,nan,España,Mallorca,25-06-2020,Kayak
L'escala,42.11266,3.15632,Casa o Departamento,2.0,4.0,59.0,24-09-2019,60.0,España,Girona,30-04-2020,Airbnb
Fornalutx,39.78441,2.74169,Casa o Departamento,6.0,4.0,285.0,,nan,España,Mallorca,28-09-2019,Flipkey
Timón,40.4753431138222,-3.582533365186704,Casa o Departamento,1.0,2.0,57.0,04-11-2018,94.0,España,Madrid,07-11-2018,Expedia
Lloseta,39.7208,2.86934,Casa o Departamento,5.0,5.0,284.0,,nan,España,Mallorca,31-12-2019,Kayak
Ciutadella de menorca,39.93457,3.90658,Casa o Departamento,7.0,16.0,nan,09-07-2019,100.0,España,Menorca,31-05-2020,Expedia
Centro,36.72341235308795,-4.420511939274967,Casa o Departamento,1.0,0.0,50.0,20-08-2018,80.0,España,Malaga,25-10-2018,Flipkey
San lorenzo,37.39972484260407,-5.997433496254304,Casa o Departamento,1.0,1.0,59.0,26-05-2018,97.0,España,Sevilla,27-08-2018,Agoda
Diagonal mar i el front marítim del poblenou,41.40487275450068,2.2123239707991225,Casa o Departamento,5.0,5.0,100.0,24-08-2018,91.0,España,Barcelona,10-10-2018,Expedia
Son servera,39.60397,3.38734,Casa o Departamento,2.0,3.0,100.0,25-08-2020,100.0,España,Mallorca,19-12-2020,Airbnb
La nova esquerra de l'eixample,41.38433847315781,2.1466509893132195,Casa o Departamento,1.0,2.0,77.0,24-11-2017,87.0,España,Barcelona,17-01-2018,Booking
Almagro,40.43504,-3.69265,Habitación privada,2.0,1.0,36.0,,nan,España,Madrid,14-05-2019,Expedia
Verdun,41.442726189218575,2.17489730408137,Habitación privada,1.0,1.0,25.0,02-07-2018,90.0,España,Barcelona,07-11-2018,Expedia
Ibiza,40.41927,-3.67637,Habitación privada,1.0,1.0,40.0,06-12-2019,100.0,España,Madrid,18-02-2020,Expedia
Valdefuentes,40.50632,-3.65554,Casa o Departamento,2.0,1.0,80.0,15-02-2020,97.0,España,Madrid,13-09-2020,Flipkey
Sa pobla,39.81605878667482,3.02626956182817,Casa o Departamento,6.0,6.0,500.0,24-05-2017,nan,España,Mallorca,18-09-2018,Flipkey
El carmel,41.42241882726363,2.152964010106,Habitación privada,1.0,1.0,29.0,26-03-2017,97.0,España,Barcelona,08-04-2017,Expedia
Pollença,39.88023037522896,3.065895570035796,Casa o Departamento,2.0,3.0,84.0,,nan,España,Mallorca,17-10-2018,Booking
Olot,42.19162,2.48847,Casa o Departamento,1.0,2.0,57.0,01-12-2019,92.0,España,Girona,31-12-2019,Agoda
El fort pienc,41.39512,2.17648,Habitación privada,2.0,1.0,19.0,10-06-2020,100.0,España,Barcelona,13-06-2020,Homeaway
Embajadores,40.40874695347696,-3.704090442992342,Casa o Departamento,1.0,0.0,69.0,09-04-2018,91.0,España,Madrid,12-04-2018,Airbnb
Artà,39.73274,3.2756,Casa o Departamento,3.0,4.0,316.0,14-10-2018,83.0,España,Mallorca,21-10-2020,Airbnb
L'antiga esquerra de l'eixample,41.38622241591409,2.160581598288927,Casa o Departamento,1.0,2.0,152.0,18-01-2019,92.0,España,Barcelona,06-02-2019,Airbnb
Felanitx,39.37897,3.23928,Casa o Departamento,2.0,2.0,305.0,,nan,España,Mallorca,29-02-2020,Kayak
Palacio,40.416168105928136,-3.711633711908268,Casa o Departamento,1.0,1.0,100.0,27-05-2018,98.0,España,Madrid,10-07-2018,Airbnb
Sants,41.37493722219915,2.132823870519743,Casa o Departamento,1.0,1.0,68.0,26-03-2018,91.0,España,Barcelona,12-04-2018,Agoda
Girona,41.97302,2.83182,Habitación privada,1.0,2.0,35.0,12-01-2020,89.0,España,Girona,31-01-2020,Flipkey
Pollença,39.91293,3.07773,Casa o Departamento,2.0,3.0,125.0,31-12-2017,60.0,España,Mallorca,31-12-2019,Tripadvisor
An roque,37.39078455963267,-5.983343877131706,Casa o Departamento,1.0,1.0,55.0,31-05-2018,92.0,España,Sevilla,29-01-2019,Kayak
Trafalgar,40.43114,-3.70226,Casa o Departamento,1.0,1.0,59.0,16-03-2020,96.0,España,Madrid,17-04-2020,Agoda
Palomeras sureste,40.38747,-3.6423,Casa o Departamento,1.0,2.0,90.0,25-06-2018,92.0,España,Madrid,08-03-2019,Homeaway
Comillas,40.3936,-3.70749,Habitación privada,1.0,1.0,30.0,31-08-2020,80.0,España,Madrid,17-12-2020,Homeaway
Moscardó,40.38557,-3.71693,Casa o Departamento,1.0,3.0,89.0,13-10-2019,87.0,España,Madrid,09-11-2019,Tripadvisor
La malva-rosa,39.47782,-0.32599,Casa o Departamento,2.0,3.0,100.0,18-08-2019,96.0,España,Valencia,01-09-2019,Agoda
Roses,42.26444,3.15859,Casa o Departamento,1.0,3.0,116.0,24-08-2019,100.0,España,Girona,29-06-2020,Kayak
La dreta de l'eixample,41.38683892284667,2.16717082663198,Casa o Departamento,2.0,4.0,350.0,16-07-2017,86.0,España,Barcelona,06-08-2017,Homeaway
Nueva españa,40.45924,-3.67438,Casa o Departamento,1.0,1.0,46.0,13-09-2020,91.0,España,Madrid,13-09-2020,Expedia
El raval,41.37516,2.16804,Casa o Departamento,1.0,1.0,99.0,17-04-2019,87.0,España,Barcelona,07-06-2019,Agoda
Llucmajor,39.47932,2.73198,Casa o Departamento,3.0,4.0,375.0,13-05-2019,93.0,España,Mallorca,27-05-2019,Kayak
Lloret de mar,41.70616,2.84993,Casa o Departamento,2.0,4.0,300.0,,nan,España,Girona,30-04-2020,Homeaway
Sol,40.41516,-3.70748,Habitación privada,1.0,1.0,33.0,19-03-2020,80.0,España,Madrid,14-05-2020,Homeaway
Pollença,39.87513,3.01548,Casa o Departamento,9.0,6.0,nan,,nan,España,Mallorca,28-08-2020,Tripadvisor
El parc i la llacuna del poblenou,41.39516,2.1922,Habitación privada,2.0,1.0,35.0,30-08-2019,92.0,España,Barcelona,17-09-2019,Booking
Alameda de osuna,40.45566836315088,-3.593038343409896,Habitación privada,1.0,1.0,23.0,21-12-2018,99.0,España,Madrid,14-01-2019,Agoda
Llubí,39.68172,3.03385,Casa o Departamento,2.0,2.0,104.0,,nan,España,Mallorca,22-03-2020,Airbnb
San diego,40.38647,-3.66726,Habitación privada,1.0,1.0,18.0,02-01-2016,40.0,España,Madrid,25-08-2020,Homeaway
Forallac,41.9495,3.09603,Casa o Departamento,3.0,5.0,430.0,,nan,España,Girona,28-11-2020,Homeaway
Castell-platja d'aro,41.81286,3.06711,Casa o Departamento,1.0,2.0,176.0,03-05-2018,80.0,España,Girona,30-11-2019,Flipkey
Hostafrancs,41.37616,2.14118,Casa o Departamento,2.0,2.0,164.0,19-02-2020,77.0,España,Barcelona,16-03-2020,Airbnb
Calvià,39.51043,2.53754,Habitación privada,1.0,1.0,60.0,,nan,España,Mallorca,28-11-2019,Booking
El pla del remei,39.46669,-0.3746,Casa o Departamento,1.0,2.0,75.0,05-10-2020,99.0,España,Valencia,24-10-2020,Airbnb
Calonge,41.84447,3.09462,Casa o Departamento,1.0,2.0,140.0,,nan,España,Girona,29-04-2019,Homeaway
Sant miquel de fluvià,42.17506,2.98896,Casa o Departamento,1.0,2.0,73.0,,nan,España,Girona,29-02-2020,Homeaway
La dreta de l'eixample,41.3921,2.17073,Casa o Departamento,1.0,3.0,152.0,,nan,España,Barcelona,16-03-2020,Airbnb
Cornellà del terri,42.10031,2.78958,Casa o Departamento,5.0,4.0,275.0,31-03-2019,98.0,España,Girona,29-04-2019,Kayak
La vila de gràcia,41.4061,2.15668,Casa o Departamento,1.0,2.0,65.0,07-02-2019,90.0,España,Barcelona,08-03-2019,Booking
El putxet i el farró,41.410914654992254,2.1397826895606085,Habitación privada,2.0,1.0,110.0,,nan,España,Barcelona,12-09-2017,Tripadvisor
Sant gervasi - galvany,41.39844,2.14599,Casa o Departamento,2.0,3.0,214.0,,nan,España,Barcelona,16-03-2020,Tripadvisor
La bordeta,41.37099,2.13469,Habitación privada,1.0,1.0,35.0,13-10-2019,92.0,España,Barcelona,16-12-2020,Tripadvisor
El camp de l'arpa del clot,41.412686022923786,2.177645127202871,Casa o Departamento,1.0,2.0,160.0,29-01-2019,88.0,España,Barcelona,06-02-2019,Homeaway
Santa catalina,37.39396809363991,-5.98535239199517,Casa o Departamento,1.0,0.0,250.0,21-10-2018,97.0,España,Sevilla,29-01-2019,Booking
Artà,39.73119,3.27334,Casa o Departamento,2.0,3.0,200.0,,nan,España,Mallorca,31-08-2019,Agoda
Capdepera,39.65828,3.43811,Casa o Departamento,1.0,2.0,60.0,19-07-2019,80.0,España,Mallorca,22-03-2020,Homeaway
El saler,39.36492,-0.32102,Casa o Departamento,2.0,3.0,40.0,29-11-2019,93.0,España,Valencia,24-10-2020,Kayak
Sol,40.41526,-3.70333,Casa o Departamento,1.0,2.0,65.0,28-04-2019,89.0,España,Madrid,10-07-2019,Airbnb
Sant antoni,41.3762,2.15144,Habitación privada,2.0,1.0,19.0,02-12-2019,80.0,España,Barcelona,10-12-2019,Kayak
Palacio,40.4221750136976,-3.710613852804803,Casa o Departamento,1.0,2.0,80.0,30-07-2017,87.0,España,Madrid,14-05-2018,Booking
Centro,36.71857,-4.42404,Casa o Departamento,2.0,1.0,95.0,10-03-2020,93.0,España,Malaga,31-05-2020,Flipkey
La nova esquerra de l'eixample,41.387051689654086,2.150393825382159,Casa o Departamento,1.0,3.0,60.0,10-10-2018,84.0,España,Barcelona,07-11-2018,Tripadvisor
Prosperidad,40.440887673353,-3.674146258633013,Casa o Departamento,1.0,2.0,100.0,,nan,España,Madrid,10-10-2018,Airbnb
Centro,36.71792,-4.42556,Habitación privada,2.0,1.0,28.0,16-12-2019,87.0,España,Malaga,30-10-2020,Tripadvisor
Almendrales,40.38283814269384,-3.701501165230233,Habitación privada,1.0,1.0,20.0,11-04-2018,98.0,España,Madrid,12-04-2018,Homeaway
Na rovella,39.45618,-0.36152,Casa o Departamento,1.0,2.0,38.0,05-06-2019,96.0,España,Valencia,01-07-2019,Expedia
Llubí,39.71737,3.03242,Casa o Departamento,3.0,4.0,nan,,nan,España,Mallorca,08-11-2020,Tripadvisor
La sagrada família,41.40217307478211,2.1710040785438403,Casa o Departamento,1.0,1.0,73.0,,nan,España,Barcelona,12-04-2018,Flipkey
Jerónimos,40.407420627098354,-3.683262984440756,Casa o Departamento,2.0,1.0,99.0,26-02-2018,100.0,España,Madrid,12-04-2018,Kayak
Santanyí,39.35946,3.13125,Casa o Departamento,3.0,3.0,227.0,18-08-2020,100.0,España,Mallorca,16-01-2021,Agoda
Cabanyal-canyamelar,39.46527,-0.32967,Casa o Departamento,2.0,2.0,153.0,01-03-2020,97.0,España,Valencia,30-06-2020,Flipkey
Sant gervasi - galvany,41.39533,2.14813,Habitación privada,1.0,1.0,25.0,02-08-2019,83.0,España,Barcelona,16-10-2019,Expedia
